143164	36
151284	2
60228	-58
123088	-20
204512	15
212912	-8
59052	-44
164668	38
191128	30
26824	-44
118580	8
49700	-28
73332	37
109788	-37
91392	10
91672	24
190344	-16
41468	11
294112	-7
102004	-20
139776	-23
13272	-47
232288	-29
134148	-26
172144	-67
30744	-57
30128	-5
122136	-54
44492	46
84084	-6
113008	20
137004	-68
265664	53
282352	-21
214816	71
138152	-53
73500	-81
197848	0
87500	-13
218736	-20
232176	-3
223160	5
64316	45
262724	21
103880	-48
216160	-35
16716	38
35280	6
291508	61
17696	4
139356	-19
171444	49
69132	16
145740	-13
171248	-133
298928	-29
51268	-8
278880	21
188636	16
29680	56
243236	28
170716	5
52864	-45
35672	-12
8400	-42
130648	37
93184	29
60956	40
295652	7
71148	-39
63364	-24
251272	10
123424	-18
108668	-17
15764	-28
127232	-81
102676	31
184660	-28
284564	-28
290584	-50
141344	58
115192	-14
6692	-8
148708	23
177940	33
217056	7
560	-54
13300	-16
151172	-3
182252	99
261436	-5
98588	9
136472	-35
232316	33
25592	64
188076	28
10024	-61
259784	-25
195216	-31
61936	14
88816	-43
261408	-33
93856	-39
226016	63
129528	52
126504	0
38808	-21
41188	4
51828	43
105224	27
65884	-14
163268	49
28672	32
270872	62
16044	4
246540	-20
175448	-10
274932	58
102144	-69
30324	31
117908	-6
170576	-57
182672	-48
233520	102
59080	-15
252728	9
257684	59
218036	-45
5712	-1
202776	-42
190120	-50
158984	-27
115472	-8
188272	-15
138516	-50
48384	63
88172	-4
19712	27
9968	-15
58100	-69
95928	-20
29708	-66
259812	51
200872	77
177072	-43
247520	-15
44968	-19
296156	-33
147224	-4
75768	79
252896	36
277564	3
271376	31
141988	-37
299124	-15
262556	34
110040	-4
134540	23
164752	80
245420	68
222404	-5
10108	35
141960	5
150472	-38
200172	26
279664	-5
13524	33
156492	64
229488	-57
242228	-17
48300	12
72688	-15
218204	-37
40124	-7
119868	-47
254856	19
3472	47
34104	4
280560	-23
230552	21
141036	-10
172004	6
64568	-104
203028	17
284704	75
235760	-16
151144	-76
296072	-34
151592	-8
73976	-31
132972	-33
3556	-36
141652	36
263200	-19
238224	65
37996	37
1316	25
45024	69
220304	100
293328	-25
191212	-71
23184	-7
227696	-21
60928	-48
172788	-45
177968	23
212184	15
244272	25
275576	61
69804	30
296044	47
212604	-29
232540	-45
168560	1
272216	17
262332	-34
68768	-72
41524	-12
291116	26
47040	82
14896	-9
212856	13
11032	77
2856	-9
176008	15
92820	-2
242732	26
74620	-41
230804	-19
13468	16
109648	-27
197624	-80
225456	-22
173712	-23
168112	-34
131432	11
117964	-31
18284	-7
234024	-34
276220	21
40236	6
87248	6
132104	132
290752	9
53704	8
166628	59
205240	-30
279804	18
110600	-52
59136	-71
61656	14
132160	101
163856	26
293860	45
196924	-5
172116	-1
160608	-12
56644	-4
148036	-26
74452	2
95732	39
64260	91
98672	-43
223384	-8
208824	57
69104	-26
229040	-32
215376	40
22960	5
154112	25
105952	17
247576	13
285432	-9
280084	29
234444	10
67704	-20
51800	-16
135576	37
296744	14
71960	28
108500	39
135968	32
266504	-29
109508	-32
69356	45
103460	-10
214340	77
236292	47
112812	-30
197764	-63
95340	-18
171528	36
276276	-5
87612	-39
225288	42
41104	27
264572	27
55748	-58
84980	-9
190008	-17
20496	-55
178780	7
125132	56
104468	-17
201572	18
294168	2
246652	42
288596	-54
42672	-14
239876	-16
147364	-3
10948	-13
22400	-107
101612	-10
175056	28
196560	90
176092	-36
158172	-52
10388	73
76244	13
118972	29
219072	-12
204316	32
60620	25
166964	-7
11340	24
236404	-52
206668	-30
80416	-23
45724	-1
34496	-2
152404	-68
81340	-30
101220	-32
276332	-36
254716	-47
125300	109
272888	-100
142940	-5
232260	-45
185444	-56
170464	37
180908	-66
202076	3
43428	34
186284	13
202160	0
109172	73
126168	-15
211204	26
194264	14
52500	-40
4564	49
18172	-35
134400	-62
268352	23
224980	17
236824	-70
269556	14
92148	11
158564	-5
164416	24
22568	-20
227752	41
159712	-36
189280	5
94528	4
149324	4
120708	-46
92764	68
54348	-22
149660	18
287728	-33
2128	-51
67424	88
182056	-6
144340	32
150640	89
275212	64
181244	-29
86212	1
219184	-8
216776	102
28168	-79
116956	-7
223132	31
240492	9
11928	35
241304	0
169176	25
178220	-30
167440	26
197428	-31
56112	28
283584	33
80052	-2
19936	18
105252	-20
195636	12
249004	-33
214704	-9
195440	-34
109116	18
39172	44
276920	75
25312	94
216076	108
229292	-9
212156	13
107268	21
47880	-19
173768	-38
273280	12
82656	-70
138600	-8
261800	16
77784	41
182616	-23
199080	33
17808	-86
76608	-61
98420	-51
135800	-38
217924	43
64764	142
90524	22
181496	-12
146776	18
244776	-5
156912	63
259868	118
197568	-64
125412	4
2380	81
238280	46
204820	31
231196	17
178640	-10
36008	21
10136	0
86604	63
273000	10
218232	7
177744	-4
201096	29
166292	-41
101500	33
26320	28
77532	-53
14952	-14
167300	70
267764	3
174636	-37
233380	69
210728	35
191380	-61
208852	-2
5572	50
73640	20
12208	-7
258916	29
101696	28
72744	23
267400	87
4844	42
188160	-33
295736	34
130508	20
272300	-15
161140	4
31724	26
60368	-16
296352	61
92680	-62
25368	11
116368	-58
46060	-53
275016	-46
87472	7
64596	-40
155316	-36
241332	-58
88256	-21
86296	-17
84504	-42
118188	118
133364	-5
286636	-5
23912	56
75376	-52
206248	1
39564	-72
173908	30
267988	-25
295988	38
273840	1
281652	-51
204092	46
39872	-65
50848	43
207452	-17
276388	5
99092	-25
256312	73
255668	6
60200	2
176708	-21
66444	52
162064	-18
5992	85
89208	-9
51156	-39
298760	-56
58156	-5
49644	-62
202748	-13
38640	35
92484	-13
249452	10
199696	-10
221368	-29
261660	-17
33040	14
263144	112
210756	31
6328	0
129248	-11
172704	-24
77952	50
32116	-24
256704	-7
227500	-75
194796	-18
103236	52
188916	40
230776	-48
4284	2
234500	-42
276136	-19
65184	5
196980	50
78932	20
137088	52
19320	20
228872	46
70308	17
267120	81
165564	-36
48216	51
247744	-30
299768	-14
275744	3
122388	7
219380	23
259560	-47
249984	9
52668	-21
29512	76
211848	85
211904	37
267176	-17
193284	16
201432	-25
162932	-8
96656	2
155484	37
20188	77
275548	-2
50512	-18
205828	22
213500	-79
263228	70
171696	-13
129976	22
190400	-45
203504	30
277620	-14
228340	92
207592	-37
228760	-8
158676	-40
216468	-15
268296	53
46340	-38
756	79
21504	-58
45948	-45
276248	-34
143976	-61
180012	-28
7588	5
146076	-4
204792	-34
219128	-6
281540	51
217000	54
247156	24
78764	14
225484	26
32788	9
102760	-36
231280	12
107744	50
202832	20
124964	-23
180404	-66
128688	-71
119588	42
277928	-31
211456	60
230608	-34
84784	2
156548	-34
86968	-41
50456	27
93912	49
280728	-49
29932	3
49336	-20
273896	-80
85960	-15
61740	-6
41076	60
1960	71
245868	84
96292	-8
203168	49
291984	-36
38388	-41
138824	73
190596	-37
236740	6
17500	30
67144	-54
85148	50
79324	-32
111104	16
62384	13
136500	-10
206472	17
49084	-7
198016	-22
194040	11
257488	-2
139132	51
185220	19
108472	-67
234528	-13
267008	-31
35308	13
262472	-7
120316	17
276080	55
153916	84
175588	-42
205436	-30
159208	56
134988	-10
194908	17
97216	124
130172	21
74592	-13
139580	-14
23072	-28
146300	75
41412	10
97048	-7
282968	71
87752	28
11088	-8
85316	51
41748	27
299236	-83
66304	14
111076	72
243964	-22
9212	-14
155624	-32
77448	-41
249788	59
185668	-84
191548	54
179928	-8
161896	-32
157836	-39
128604	1
125776	31
280784	-10
257404	-64
33768	18
176400	87
273924	-45
24276	19
163520	-8
139272	86
76972	4
178892	-35
16688	-7
179032	-35
14504	4
208236	-13
160944	39
76748	-25
112448	114
295484	33
200368	14
235032	80
147616	10
127316	79
53844	-64
101948	21
43652	-15
184772	-19
211260	35
231924	12
2212	2
200228	40
273756	7
96880	9
98532	-2
70336	37
222488	39
157164	-81
264628	17
64680	42
225708	16
101360	35
12740	2
250572	-90
288540	19
84476	-19
274596	-3
81872	65
89936	13
265384	-26
89096	-7
7056	116
219744	-34
186200	-24
87556	103
77924	-20
67004	-66
291872	-21
68908	-7
113176	-25
231028	-47
6132	27
15876	-28
114464	-13
144060	-24
215936	19
282072	-45
224000	-27
167160	15
117236	4
127512	7
291676	29
124908	-65
100408	3
59108	-28
74424	-37
22120	-8
279720	-4
113624	-23
146468	78
282772	-34
196588	70
47628	-8
222964	18
69972	-41
91560	-30
284592	-5
234276	27
99680	-6
124012	-86
141204	-7
60480	-81
117432	8
133112	1
204372	-62
224028	30
145180	-2
83888	17
90440	-72
50792	-7
240296	-35
175028	52
133784	-25
117152	10
213192	14
157864	-22
90860	48
275716	21
237216	-48
164276	7
168028	-10
230132	-26
251300	21
157024	-44
76888	73
154364	54
299292	-14
276976	89
140364	32
129724	54
227248	22
60788	-16
54180	-50
254352	28
282828	34
227416	-5
273868	90
139720	68
49812	-63
266616	4
32480	-9
113120	-11
223300	62
269220	2
195748	-4
282100	48
202300	32
243600	-26
7700	24
266784	11
42728	-59
224504	71
129332	-39
209328	-50
247184	34
149016	17
227332	11
119980	26
159376	12
28476	29
87584	3
228284	-100
126056	-24
193536	-22
217980	62
90636	51
236712	57
4116	33
299068	42
278208	64
185584	13
7812	121
131852	57
291368	-56
246232	38
21812	-14
243292	-72
207984	12
264404	-54
213248	11
201320	-19
37744	-62
273644	28
82740	2
262192	-9
119952	33
243208	38
13188	10
38472	-12
206584	-55
183512	58
140812	92
224056	-15
227052	-36
143556	-17
155456	23
281288	6
140644	1
166012	58
138684	-38
77028	-26
169624	-9
190736	-63
56224	23
150164	-55
82152	-13
144704	19
9464	55
113988	1
784	3
139552	-47
221256	-78
165508	33
104972	-54
129668	-60
229684	-27
86800	19
75012	-66
25620	-43
14588	15
168532	-2
230020	-59
117124	19
4060	14
8204	53
286832	86
190316	-52
280000	-26
269332	12
299628	-41
252	18
37828	44
25060	26
120848	-36
154196	25
187572	25
188720	81
175252	-11
40628	-10
105000	-34
102536	-29
254212	4
260316	9
244440	-46
182700	-87
122640	-90
247996	38
276612	15
34720	37
113960	25
159236	66
291088	60
219492	-85
290388	43
15848	-2
267148	55
88536	-56
205268	-4
159348	-39
104272	-73
61152	66
221116	96
50764	-21
180684	9
79296	57
131320	-55
143388	152
244636	28
6580	106
94920	-79
263956	-13
108612	-6
24808	-11
229208	-31
99596	23
231952	13
53116	-7
88452	19
121128	16
114492	39
215600	22
296436	10
68180	20
215124	-32
114632	10
137732	-59
61768	-19
284816	-127
255136	27
128296	6
83860	-37
14420	28
270060	27
100324	-37
31052	-45
231308	-28
94752	-47
75348	-49
19292	-7
79968	-75
288288	15
281176	28
130844	-22
226100	-22
253316	0
102984	-32
195580	19
211092	-17
69608	50
287616	-110
37492	-4
231896	-31
209272	65
120176	32
293272	-60
94360	77
59388	38
212716	-29
217504	-3
71624	-24
166404	4
69580	-27
86744	-62
119672	18
211736	-53
67788	-16
195944	-14
81088	11
40712	41
265440	1
47600	45
218344	-28
260820	-56
192388	-49
224644	-20
102788	-62
183792	0
1624	-70
120792	37
29960	44
252756	6
94612	-28
99316	-40
285124	-35
45584	-2
275408	-26
148316	-42
124348	35
263452	-8
260904	-32
43904	-52
260876	29
233604	-15
42056	54
189728	-81
74144	84
183316	13
111468	5
167776	-4
111216	-27
122304	51
11760	35
39060	75
148960	-38
94556	-34
169120	15
16380	51
219604	-79
202328	9
53592	-68
261380	-46
7924	-16
150304	41
33796	70
188804	50
80584	-27
130480	1
294560	40
286048	-33
42252	33
6804	-3
211372	-51
233240	36
59724	24
20692	15
97468	33
2324	-53
21308	-36
122500	10
72548	-19
103600	3
127288	-38
64820	-6
25676	-36
202888	15
33936	36
176652	-14
33908	-25
268660	-18
66360	-33
268632	-40
297248	-74
26404	4
84280	60
165676	-79
32032	-34
281148	52
252952	35
217700	19
179760	-2
54208	-18
92400	4
117348	17
120120	-9
100800	72
192724	-20
188972	-18
70868	9
134596	23
105476	-38
31640	66
129108	-93
26096	19
182224	-71
229796	0
116480	3
58548	-41
267904	16
227612	36
244832	13
117404	44
19628	-41
53396	22
152432	-28
9380	48
66332	30
71260	-14
60172	9
225064	-14
57484	-6
254828	7
85680	53
63868	-39
109620	-23
281736	-21
46032	4
143416	4
86548	-47
266084	4
86128	11
29344	9
167132	-9
124992	-52
107996	31
206108	83
136696	19
72324	-34
236992	-11
246848	30
56056	7
282240	56
35224	-40
72352	2
20916	-8
186172	-61
78596	44
207200	37
49924	35
237692	-16
84896	-39
246288	-33
201712	-46
105924	13
254324	-44
72100	42
14728	-11
135660	-6
194236	-36
155400	-28
122836	21
121464	-28
194880	28
110432	15
26936	10
262276	24
13384	-11
168784	37
288456	-3
171500	-24
39508	-53
121436	13
219940	-31
276052	56
18088	21
232624	-57
223440	53
265832	72
250152	32
117516	-17
38192	51
180068	23
285936	-17
60004	15
92960	12
2156	60
144284	8
142660	-4
152012	-27
2100	77
163184	-47
5152	37
260288	-11
69020	-107
23044	-55
44044	-4
5180	-6
12012	3
103432	-41
241920	25
236684	-41
56868	-40
165340	-20
205660	-29
66976	13
240660	-62
274848	-53
255640	-2
12432	-38
138292	26
174524	-44
124544	-68
175420	-13
59276	32
56784	-48
61992	49
244860	7
281708	-25
264012	-15
174580	34
252224	55
270816	9
20664	24
83020	-40
191940	-22
239400	-22
140112	61
64204	8
282996	24
106484	11
285180	7
217588	122
142044	28
283220	29
55888	35
29008	38
138208	9
153160	-38
65408	86
86408	-24
265272	11
264600	-116
178080	25
9072	39
28840	-84
40292	-50
279216	61
30156	-13
20888	-6
220864	11
46088	-77
258132	85
53508	53
245224	9
291032	-37
277984	-23
77364	-21
287532	47
80808	-2
100632	-22
177408	-16
93744	4
240520	-72
104356	19
299460	-12
199192	-15
153384	29
182364	34
83160	-82
14196	10
238140	-48
187096	-22
54796	50
79380	5
21728	51
263368	-19
41804	17
138768	39
13132	-49
119504	-42
194992	-9
100968	8
269024	25
48888	24
155512	-27
251916	30
174832	37
93100	4
88844	-5
87444	11
71064	45
43960	5
213136	-59
189308	-36
292880	64
141568	64
142856	-40
95004	132
292572	-27
109704	41
72884	3
101668	-45
254744	4
3584	-9
239680	9
242480	21
286972	-80
165424	50
223832	-28
288232	50
114800	20
119280	-55
221172	29
103712	-24
206976	3
168196	59
115836	-30
170604	38
68152	5
153804	-117
159572	-58
158592	33
106540	35
217532	-77
38948	45
286804	10
32620	-55
69692	53
189224	-22
167888	19
147644	-39
106204	33
158788	22
147252	25
110880	22
63896	16
62244	-36
278460	24
289828	-6
61908	-5
155288	-3
173684	-42
103040	-33
13356	-2
297808	-27
242256	36
117012	-32
77308	86
67816	-44
76412	-19
121044	-56
122808	4
308	13
68432	26
79464	45
263844	52
146748	36
212548	24
273700	-61
29596	35
295148	-13
232036	-25
226464	59
165844	-95
237272	39
182112	32
52444	9
224308	9
190568	26
45836	-1
203868	22
136052	-15
100828	51
149632	-55
266112	-21
49840	-27
257040	-34
167328	38
53340	35
222544	-29
119784	58
111188	-38
22148	-60
109928	39
99484	17
294840	-11
9408	19
1764	-28
73472	17
216244	-29
62132	29
246092	18
13916	-65
72520	5
40852	-45
256760	-40
107352	-29
197456	19
105392	103
270508	16
70840	-103
293412	-16
17416	69
28224	8
277872	-31
254016	57
249312	-39
38724	-97
181216	20
291004	60
200144	-14
222348	67
230860	69
91196	-36
89740	19
150360	-32
79940	10
270676	-54
261912	-69
149828	-5
288904	-68
257124	-6
228648	7
123396	-51
225904	14
276304	-21
86044	-23
67732	58
165200	-6
157108	51
135408	37
41356	-37
140028	-66
392	-19
3948	-54
6300	66
42308	-41
163072	-8
260484	11
276864	20
181580	53
233940	10
1260	14
57540	-84
202692	3
245756	-22
259924	-5
255976	86
234416	-23
246400	-20
33432	16
89824	56
257544	17
123900	-17
264376	-37
283892	41
167020	-6
193956	-19
258384	54
63784	-22
206192	-16
285488	30
4928	16
20412	33
96376	-44
122892	58
134008	1
191408	-9
214788	3
24108	24
105532	-19
27888	-37
184100	-43
278628	27
60060	37
66640	-84
289604	-4
216272	-18
147588	5
136136	-86
10584	44
128212	2
199808	31
184828	-66
278768	-2
268716	93
36148	65
295092	-30
267540	-47
76552	-42
137788	25
111916	-38
43792	-39
125692	-11
204988	-33
269108	-39
100492	-6
60452	-52
212464	-52
287784	16
203476	-11
149912	9
298732	-5
9324	14
141820	58
198856	20
271040	-51
297332	-51
162764	84
65996	-44
4256	-47
252364	-19
80332	49
60648	-36
201880	-28
146636	19
297500	10
25760	-37
48244	6
30968	51
212016	-3
44436	-49
150080	-49
197596	64
217448	-28
67172	-4
42504	16
33124	-34
103684	-78
195468	-9
249088	-25
234136	8
268828	51
154084	-4
133448	-47
262668	5
132580	-28
21364	-9
166040	10
155848	8
135856	43
164024	-16
133196	-68
271236	-10
190232	-29
18648	72
244580	28
157332	-29
65576	46
209496	-30
71792	-8
202860	-53
133504	15
220024	13
291956	-55
281204	-10
33992	-34
298872	13
194348	-42
163604	-14
88732	28
10808	81
156968	-33
155204	-5
138740	38
102284	-15
234864	36
91056	22
113876	-1
195160	-40
208180	-20
50988	-49
180824	-44
104328	-26
169652	-36
3780	27
221788	1
209636	-4
113092	32
248668	33
21952	37
232372	-10
74396	-22
1428	21
197232	-104
247408	11
43484	-40
19992	-7
200480	-46
225988	-52
184072	-16
107716	72
78008	-8
90608	33
197680	14
278740	-57
62440	-43
240828	-23
134316	12
55720	46
18984	30
181748	14
114940	40
51240	-58
129584	-4
64372	-48
222712	-37
294896	4
116872	-27
174860	53
147420	49
85596	-6
50288	-10
190904	48
145684	7
66192	21
173404	-14
200956	-13
7616	-49
148176	-4
93436	0
224532	-57
288148	22
33180	30
55636	-57
40488	-2
212436	0
100688	-23
292320	-3
9240	59
247604	-2
240184	25
178472	-66
50904	30
20356	-9
239484	-2
280868	-44
263424	27
229152	16
279132	-37
125832	-59
47320	39
188048	-93
36568	-19
143248	25
72660	-62
150416	32
40460	-15
265972	-24
94136	31
154532	3
106876	5
239904	18
282464	1
166432	-2
248276	102
214984	53
108920	-43
168980	-47
160636	12
18620	23
88004	-35
81592	-18
173180	10
198212	-38
62412	18
256368	-36
58016	5
254688	8
145124	-27
269976	20
236768	-74
78036	-81
104524	-7
290108	-56
164864	29
294364	-25
252644	-67
109312	14
207620	11
101080	-16
110572	23
226212	2
12600	62
169708	-23
202244	18
112196	10
71568	14
297864	32
93940	44
253764	29
34412	-96
80668	40
140196	-65
277256	10
292796	34
215208	-85
16884	-1
38864	82
208488	-4
190792	-6
219324	-52
234388	-83
249284	9
84952	64
268968	67
234472	59
173320	-57
187880	-37
186508	21
90244	-76
145152	-8
237888	33
2884	-13
173516	-1
271068	-17
63336	-29
177576	-60
86632	-73
36484	-43
143276	7
155708	-12
29064	12
33712	-56
230048	-31
209244	-18
51912	-73
267260	-12
71428	-67
84112	-22
168000	17
115780	-4
172172	-61
10220	5
99288	-48
238196	-44
290332	34
223776	26
133812	-44
252504	-45
26852	59
262388	-79
56140	46
298788	-46
225848	-31
206752	-33
187992	14
73696	15
253960	-70
32844	-69
6188	19
171052	90
167076	-77
251636	-7
257264	43
18004	39
85512	29
87164	-3
45332	-18
71596	15
13748	-90
295316	7
192416	-66
176736	42
152320	25
112896	-6
150276	3
2828	28
79044	-22
260512	-35
172984	13
67256	-1
256844	-61
3528	25
45416	-44
6384	54
173936	6
118020	-7
275072	16
284928	28
59808	-25
273728	-42
152544	109
266028	-1
93240	-36
128576	-42
105364	-50
143724	8
128100	85
162372	49
259280	-61
289492	13
158284	-3
193984	65
238840	14
287672	14
215488	-48
273056	39
288344	-26
644	-18
213584	-3
70896	18
256508	-12
92064	-16
156940	24
125860	-55
152600	0
291256	-81
191884	-31
186116	-70
104944	45
162624	-22
228368	21
242536	-35
194656	15
121716	-34
258328	16
221676	-35
4004	-45
123872	60
98784	-13
153664	-2
56980	-43
23716	83
57344	-6
47180	1
52052	7
264964	-16
176792	-44
239092	-28
83804	24
135016	-2
180460	-3
272132	40
201376	-4
14056	-38
188020	11
72184	-73
164640	-31
264656	-32
202216	58
49280	-32
126196	-25
239512	46
117208	23
287952	-31
295764	36
48636	51
171640	-20
142240	-2
20804	-23
12572	57
289436	-29
113288	26
68488	33
127568	-58
135380	57
134736	109
192920	2
27608	-54
100576	-59
35028	142
161476	-66
65604	125
14140	-13
109284	138
261296	23
122360	-48
66836	52
58688	-1
75852	10
129752	-48
170744	59
287560	5
157472	33
59304	80
159432	-5
279832	-23
216496	-7
258496	-16
67956	-64
18732	14
11256	-116
127400	-54
59472	-24
291144	31
184296	63
88788	-45
177492	23
299040	-62
91728	-74
236124	-1
198576	67
253092	10
128380	-108
251440	-2
192276	-11
161000	-1
90412	-61
12264	-7
237020	-72
178808	54
174888	0
210056	-1
267568	27
298340	43
155344	58
7420	44
230496	24
231980	-42
98168	26
267736	-59
190204	30
148204	-20
243684	-60
172760	26
289380	-43
285544	-29
284340	0
51324	-4
142380	-5
152376	41
198744	-23
280924	12
265104	-45
161756	13
120932	44
112000	-15
288680	-57
24976	4
160748	-68
126616	-45
226044	-54
215096	-58
98252	49
123200	-54
295568	-11
266644	-39
46928	47
176288	-22
175896	48
52108	-4
1568	54
253428	-39
242144	-29
167496	-45
11872	12
106764	-10
259896	-2
59192	-47
280028	-74
28812	4
242788	-13
169792	-17
284984	-36
135240	63
283724	49
152208	13
296632	-11
21868	-22
175084	39
75908	38
298984	-15
138376	9
24500	-5
277676	12
222628	-54
278992	45
224448	-7
252672	-43
244216	42
179648	-46
240268	-17
69440	-35
270788	16
207536	0
99008	-65
96908	-59
129556	-70
155904	-34
228312	49
287868	92
260148	-21
286944	-61
194572	4
256228	10
149772	-11
104916	-53
243992	-34
205520	-41
182000	-35
171220	58
